#Fri Aug  9 17:34:10 2024
# Copy this file into $DB_DIR/gemped to use these pedestals for analysis
# format = crate, slot, mpd, adc_ch, CM mean, CM RMS
           2          13           4          10         507.22         17.862
           2          13           4          11         531.62         14.452
           2          13           4          12         573.88         13.155
           2          13           4          13         434.17         14.969
           2          13           4          14          432.1         17.209
           2          13           5          10         406.17         16.162
           2          13           5          11         532.06         16.897
           2          13           5          12         599.21         20.511
           2          13           5          13         450.27         22.668
           2          13           6          10         468.57          18.45
           2          13           6          11         549.56         17.628
           2          13           6          12         511.11         15.792
           2          13           6          13          488.6         16.576
           2          13           6          14         529.17         18.272
           2          13           7          14         516.01         16.558
           2          13           7          13         515.05         16.664
           2          13           7          12          485.3         15.956
           2          13           7          11         558.88          19.18
           2          13           8          10         451.62         18.624
           2          13           8          11         465.41         17.301
           2          13           8          12         564.97         17.235
           2          13           8          13         471.27         16.837
           2          13           8          14         403.55         16.585
           2          13           9          10         466.29         23.031
           2          13           9          11            432         21.417
           2          13           9          12         517.26         19.379
           2          13           9          13         482.31         23.767
           2          13          10          10         410.56         16.788
           2          13          10          11         437.31         16.678
           2          13          10          12         427.19         16.629
           2          13          10          13         456.77           19.7
           2          13          10          14         454.61         22.364
           2          13          11          10         493.52         16.966
           2          13          11          11         489.05         16.408
           2          13          11          12         409.25         14.633
           2          13          11          13         413.43         15.365
           2          13          12          10         520.07         17.387
           2          13          12          11              0              0
           2          13          12          12         463.07         19.318
           2          13          12          13         475.26         22.252
           2          13          12          14         395.15         16.307
           2          13          13          10         514.81         24.676
           2          13          13          11         537.65         24.194
           2          13          13          12         516.97         20.837
           2          13          13          13         509.59          25.78
           2          13          14          10         412.46          19.89
           2          13          14          11         441.36         16.744
           2          13          14          12         403.81         17.601
           2          13          14          13              0              0
           2          13          14          14          458.9         24.033
           2          13          15          10         444.51         17.927
           2          13          15          11         529.83          17.95
           2          13          15          12         459.23         17.243
           2          13          15          13         455.99         14.944
           2          13           2           0         591.38         55.846
           2          13           2           2         695.55         35.306
           2          13           2           4         678.94         21.256
           2          13           2           6         568.43         11.943
           2          13           2           8         620.87         15.023
           2          13           2           1         682.56         19.947
           2          13           2           3         663.52         18.368
           2          13           2           5         697.25         27.062
           2          13           2           7         685.13         33.158
           2          13           2           9         592.92         28.598
           2          13           3           0         672.64          26.22
           2          13           3           2         613.83         21.099
           2          13           3           4         681.63          18.24
           2          13           3           6         694.62         10.403
           2          13           3           8         633.92         8.8991
           2          13           3           1         624.97         12.017
           2          13           3           3         636.47          8.808
           2          13           3           5         637.31          14.35
           2          13           3           7         651.49         20.429
           2          13           3           9          612.3         24.551
